Review Date,Ratings,Comment,Comment Cleaned,Label
2025-02-03 18:04:20,1,Terlalu banyak hard pity dan stroy menurutku semakin buat bosan,hard pity stroy turut bosan,Negative
2025-02-03 17:21:18,1,"balik main kata nya udh jadi game baik, ttp aja KIKIR lu mihoyo",main game ttp aja pelit mihoyo,Negative
2025-02-03 14:58:11,1,Sampah,sampah,Negative
2025-02-03 14:57:24,1,"Unduh data game awalnya 34gb setelah sekian lama nunggu dan hampir selesai, gak sengaja ke tutup Aplikasi dan yak unduhannya mulai lagi dari awal. Setelah itu malah nambah data gamenya jadi 40gb. Udah abis kuota banyak malah gitu😁",unduh data game gb sekian tunggu selesai sengaja tutup aplikasi yak unduh nambah data gamenya gb udah abis kuota,Negative
2025-02-03 13:29:13,1,"Game elit build char sulit lv up talent (weakly boss) gacha. kesempatan pun seminggu 1x farm Arte gacha, emang game gacha tpi ya gak keterlaluan napa gk kyak adeknya triple z sama honkai lebih mudah untuk build char",game elit build char sulit lv talent weakly boss gacha sempat minggu x farm arte gacha emang game gacha napa kyak adeknya triple z honkai mudah build char,Negative
2025-02-03 10:51:47,1,Sudahlah males gw,males,Negative
2025-02-03 10:24:04,1,Download data nya lama banget saya sudah tunggu lima jaman engak selesai selesai. Dimohonkan untuk download datanya di percepat!!,download data tunggu jaman engak selesai selesai mohon download data cepat,Negative
2025-02-03 04:53:40,1,Tolong developer size game anda tolong kecilin 30gb aja,tolong developer size game tolong kecilin gb aja,Negative
2025-02-03 00:26:26,1,"Kenapa sekarang sering banget ada karakter yang ga ada suaranya waktu ngerjain quest, bahkan event SE penting lentern rite aja masih gak ada suaranya. Kecewa sih nunggu satu tahun sekali tapi ga ada suaranya.",karakter suara ngerjain quest event lentern rite aja suara kecewa tunggu suara,Negative
2025-02-02 21:02:41,1,Ganyu echo sangat susah,ganyu echo susah,Negative
2025-02-02 18:16:52,1,"Gw inget banget pertama kali main di banner klee,sebulan setelah perilisan game.tp gw ga inget ini ulasan udah gw edit berapa kali. Pertama kali ngerasain kalah rate off sampe 3 kali beruntun pity diatas 80 semua,drama nangis-nangis yang katanya pindah tangan mau jadi game baik,hallah apaan malah makin menjadi-jadi kikirnya,event makin kaga jelas reward kaga seberapa durasi nya ga kira-kira",inget main banner klee bulan rilis game inget ulas udah edit ngerasain kalah rate sampe untun pity atas drama nang nang pindah tangan game hal kikir event kaga reward kaga durasi,Negative
2025-02-02 16:16:43,1,developer dongo bisa gk sih quest yang sama npcnya obrolannya diskip? yang bener aja cuman ngobrol sama npc sampe 5 menit lebih lu kira gw main cuman buat dengar dia ngoceh doang HAH!! MINIMAL DI KASIH FITUR SKIP DIALOG LAH ANJ WAKTU NGOBROL SAMA NPC!!,developer dongo quest npcnya obrol skip aja cuman ngobrol non player character sampe menit main cuman dengar ngoceh doang hah minimal kasih fitur skip dialog anj ngobrol non player character,Negative
2025-02-02 14:23:03,1,woy mna cara cwok hitam berotot itu woy ak mw,mna cwok hitam otot,Negative
2025-02-02 12:15:11,1,GAME PELIT MASAK AKU DAPAT KARAKTER AJ GK DAPET 2 GG PELIT 😡,game pelit masak karakter aj dapet gg pelit,Negative
2025-02-02 10:08:30,1,5 tahun hadiah masih sama aja awokawok syukur gwe udah uninstall game kikir,hadiah aja awokawok syukur gwe udah uninstall game pelit,Negative
2025-02-02 09:44:50,1,Di bahasa inggris suara karakternya hilang saya kira ini bug tapi banyak yang ngalamin juga.Tolong di fix,bahasa inggris suara karakter hilang bug ngalamin tolong fix,Negative
2025-02-02 09:27:27,1,Game terburuk,game buruk,Negative
2025-02-02 08:58:39,1,kenapa gamenya kikir min,gamenya pelit min,Negative
2025-02-02 07:09:03,1,Jelek,jelek,Negative
2025-02-02 05:56:32,1,Ku kira hanya perlu 200+ Mb untuk mainnya tapi malah 5+ gb malahan :(,mb main gb,Negative
2025-02-02 02:28:36,1,"dev nya terlalu KIKIR, ga kaya dev sebelah, gaada perubahan tiap tahun nya, ada paling perubahan kecil, konten end game terlalu sedikit ga kaya sebelah, ini udah jalan 5 tahun loh masih aja lambat.",developer pelit kaya developer belah ubah ubah konten end game kaya belah udah jalan aja lambat,Negative
2025-02-02 01:38:25,1,"Game buruk dengan developer yg tidak mendengarkan suara pada playernya, beda dengan game sebelah yg dimana developer nya selalu mendengar keluhan para player",game buruk developer dengar suara playernya beda game belah mana developer dengar keluh player,Negative
2025-02-02 00:37:44,1,terlalu banyak dialognyaaaa😡😡😡🤬🤬🤬🤬🤬🤬,dialognyaaaa,Negative
2025-02-02 00:08:30,1,kikir anying kalah rate off mulu,pelit anying kalah rate mulu,Negative
2025-02-01 23:53:58,1,Gwe main gak pernah dikasih pity rendah game ampas!,gwe main kasih pity rendah game jelek,Negative
2025-02-01 22:20:01,1,"Mulai bosan main game ini apalagi sistem gacha nya yang ampas banget sudah banyak topup demi gacha signature Arlechino malah kalah dapat senjata langit mana hard pity lagi hedeh, Bakal pensi sih kalau gak dapat² sudah 4 tahun± main game ini saran aku bagi pemain baru mending cari ga me lain aja, terlalu banyak drama ini game",bosan main game sistem gacha jelek topup gacha signature arlechino kalah senjata langit hard pity hedeh pensi dapat main game saran main mending cari aja drama game,Negative
2025-02-01 15:26:55,1,"ayo dong dev, sekali kali dengerin player, bukannya mau ngehina player cowo, tapi emang kebanyakan karakter sekarang dibuat fanservice. karakter cowo dikit, eksplorasi kurang, tapi giliran karakter cewe² nambah terus, karena game sebelah naik daun ya jangan ngaruhin game yang ini juga lah. kerasa banget bedanya sama era mondo dan liyue dulu, kebanting jauh cuma demi fanservice seabrek yang ga guna, be fr hoyo, the bills cant be this high.",ayo developer dengar player ngehina player cowo emang banyak karakter fanservice karakter cowo dikit eksplorasi gilir karakter cewe nambah game belah daun ngaruhin game rasa beda era mondo liyue banting fanservice abrek guna fr hoyo bills cant high,Negative
2025-02-01 14:39:55,1,"game pelit dan saya gapernah hoki di game ini, entah knp, tmen saya win rate off 5x sedangkan saya hard pity dan kalah 50/50 padahal saya sering expkore dan sering main game ini hampir setiap hari, tolong hoyo kalau begini susah udh endgame, ga ada sumber primo lgii menurut sy tambahin lg sumber primonyaa, capek kalah rate off, sm di banner senjata tolong di pisah bannernya, kayak di hsr..",game pelit gapernah hoki game knp tmen win rate x hard pity kalah expkore main game tolong hoyo susah endgame sumber primo lgii sy tambahin sumber primonyaa capek kalah rate sm banner senjata tolong pisah bannernya hsr,Negative
2025-02-01 14:07:41,1,Lag,lag,Negative
2025-02-01 13:05:07,1,"gim kikir, karakter laki laki berkurang, makin keliatan memuja incel, desain character juga makin aneh",gim pelit karakter laki laki kurang liat puja incel desain character aneh,Negative
2025-02-01 11:54:32,1,"Game kikir,udah pity 150 masih belum dapet padahal rate on",game pelit udah pity dapet rate,Negative
2025-02-01 11:13:51,1,ceritanya ga bisa di skip. ngebosenin,cerita skip bosan,Negative
2025-02-01 10:20:57,1,"Baru comeback,ehh malah akunnya reset ar 1 gimana ini hadehh",comeback ehh akun reset ar gimana hadehh,Negative
2025-02-01 09:12:10,1,"HardPitty mulu system gachanya tidak sehat, Hapus system Rate On & off atau enga minimal Kurangi Pitty tinggi+tambahkan lagi reward primogem nya di tiap story dan diperbanyak lagi jumlah primogem nya di tiap Chest. Dikira enak cari PRIMOGEM",hardpitty mulu system gachanya sehat hapus system rate enga minimal kurang pitty tambah reward primogem story banyak primogem chest enak cari primogem,Negative
2025-02-01 09:00:12,1,"Gak bagus, hd rendah, nonn",bagus hd rendah nonn,Negative
2025-02-01 08:53:31,1,Masak ulang misinya jauh kali. Padahal keluar sebentar aj,masak ulang misi sebentar aj,Negative
2025-02-01 06:43:57,1,"Udh main kurang lebih 4 tahun, event didaur ulang, explore dipersulit, tools se adanya, hadiah pun dicicil wkwk, dah lah ijin pensi ya",main event daur ulang explore sulit tools hadiah cicil wkwk dah ijin pensi,Negative
2025-02-01 05:48:20,1,bug login benerin dulu,bug login benerin,Negative
2025-02-01 05:05:54,1,Quest panjang hadiahnya ga sepadan.,quest hadiah padan,Negative
2025-02-01 04:56:18,1,Gim aneh kikir buatan sipit bikinnya sambil merem,gim aneh pelit buat sipit bikin merem,Negative
2025-02-01 02:15:55,1,"Sistem gacha paling konyol di game gacha, bener signature scam lucu lucu",sistem gacha konyol game gacha signature scam lucu lucu,Negative
2025-01-31 23:21:55,1,Game bacot capek klik² layar buat dialog mending main wuturing wave ada tombol skip,game bacot capek klik layar dialog mending main wuturing wave tombol skip,Negative
2025-01-31 21:25:22,1,"Game kikir kasih bansos aja sedikit sedikit gameplay kaku, story nggak jelas, nggak ada fitur skip story nggak kayak yg lain sistem gacha jelek grafik biasa aja",game pelit kasih bansos aja gameplay kaku story nggak nggak fitur skip story nggak sistem gacha jelek grafik aja,Negative
2025-01-31 16:56:06,1,帮助我们，Mihoyo，发布适当的任务和太少的 Primogem 更新，这样我们就可以跳过无意义的对话, mihoyo  primogem  ,Negative
2025-01-31 15:43:58,1,"Event ny makin aneh aja, rasio karakter nya jomplang banget dari berbagai gender",event ny aneh aja rasio karakter jomplang gender,Negative
2025-01-31 15:04:39,1,game pelit tolong perbaiki.,game pelit tolong baik,Negative
2025-01-31 12:24:35,1,"Can't Skipp yapping, can't show full wish history",skipp banya bicara show full wish history,Negative
2025-01-31 12:23:24,1,WOI NGE BUG CEPET DIPERBAIKIN MALES BANGET BGT BGT,nge bug cepet diperbaikin males bangent bangent,Negative
2025-01-31 11:54:59,1,Gk ada fitur skip story,fitur skip story,Negative
2025-01-31 07:52:19,1,"ini game udah out of context, awalnya mmorpg sekarang malah kaya main game story telling, quest kebanyakan dialog dari pada fight, tolong di ubah genshin itu game mmorpg bukan gane story telling.",game udah context mmorpg kaya main game story telling quest banyak dialog fight tolong ubah genshin game mmorpg gane story telling,Negative
2025-01-31 05:25:29,1,Too much yapping,much banya bicara,Negative
2025-01-31 03:39:57,1,"Game ini jelek banget. Download datanya lama banget, tapi ada verifikasi integritas yang lama juga, terus mengkompilasi shader juga lama banget. Dasar game jelek",game jelek download data verifikasi integritas kompilasi shader dasar game jelek,Negative
2025-01-31 03:04:52,1,Plan b jelek,plan b jelek,Negative
2025-01-31 02:21:33,1,game kotoll anjggg gua capr capee ngulii dapet monaaa bnagsat,game kotoll anjggg capr capee ngulii dapet monaaa bnagsat,Negative
2025-01-31 01:49:55,1,Sangat ampas buat : 1. Gacha p2w 2. Primo p2w 3. Artefak dan Susah nyari bahannya 4. Character nya 5. Weapon nya 6. Bahan-bahan dll nya / matrial upgrade dll sangat susah dan sangat sedikit 7. Kadang bug ga jelas 8. Lvl npc dan attk nya ga jls Msh banyak keluh kesahnya Dah pensi dri genshin......👎👎👎👎,jelek gacha p w primo p w artefak susah nyari bahan character weapon bahan bahan dll matrial upgrade dll susah kadang bug lvl non player character attk jls msh keluh kesah dah pensi dri genshin,Negative
2025-01-30 22:57:47,1,resin tambahin,resin tambahin,Negative
2025-01-30 18:16:43,1,Perfect!,perfect,Negative
2025-01-30 16:47:51,1,Tolong updatenya di percepat babi kasihan kami yang suka speed run mau login nggak bisa ngapa ngapain,tolong updatenya cepat babi kasihan suka speed run login nggak ngapa ngapain,Negative
2025-01-30 16:45:53,1,Gw udah topup banyak tapi akun gw hilang.. pas update perpindahan mihoyo ke hoyovers.. gw kesel akun gw ngga bisa balik.. gw cuman bilang dengan ini saya membenci game tersebut dan akan membuat teman teman saya dan orang lain berhenti memainkan game tersebut dan akan berlanjut sampai kalian para CS menganggap ini serius,udah topup akun hilang pas update pindah mihoyo hoyovers kesel akun ngga cuman bilang benci game teman teman orang henti main game lanjut cs anggap serius,Negative
2025-01-30 15:14:12,1,Saya menyukai game ini karena cerita yang disajikan sangat menarik. Tetapi selama bermain game ini saya merasa kalau kualitas game ini menurun diakibatkan banyaknya dialog yang tidak ada poin penting dalam cerita dan juga alur cerita nya yang repetitif. Saya harap untuk kedepannya bisa dikurangi dialog yang tidak penting dan alur cerita yang selalu sama. Semoga game ini bisa mendengarkan feedback dari pemain pemain layaknya game Zenless Zone Zero yang bisa mengerti keadaan para pemainnya. Trims.,suka game cerita saji tarik main game kualitas game turun akibat banyak dialog poin cerita alur cerita repetitif harap depan rang dialog alur cerita moga game dengar feedback main main layak game zenless zone zero erti main trims,Negative
2025-01-30 15:11:18,1,"mending tambahin fitur skip dialog buat side quest, banyak yapping anjay",mending tambahin fitur skip dialog side quest banya bicara anjay,Negative
2025-01-30 14:47:07,1,Tambahin fitur pvp,tambahin fitur pvp,Negative
2025-01-30 14:45:59,1,Apes mulu di game ini Allahhh pls kasih gw arle sign,sial mulu game allahhh pls kasih arle sign,Negative
2025-01-30 14:29:27,1,"Game kikir sampe ke ubun ubun Rate 1 ni game, mending sodaranya ngasih bansos udh kek hujan langsung jedarrr tinggal claim gaush nunggu atau main apala lama lamain waktu udh gtu dkit pula",game pelit sampe ubun ubun rate ni game mending sodaranya ngasih bansos hujan langsung jedarrr tinggal claim gaush tunggu main apala lamain dkit,Negative
2025-01-30 13:55:25,1,Buriq,buriq,Negative
2025-01-30 12:39:13,1,Ko bae kapan kapan,ko bae,Negative
2025-01-30 10:29:52,1,"Pls lah mihoyo, adain tombol skip, dialog mulu lama dikira orang free timenya 100% buat genshin, pen pake auto clicker takut kena ban😭",pls mihoyo adain tombol skip dialog mulu orang free timenya genshin pen pake auto clicker takut kena ban,Negative
2025-01-30 09:55:22,1,"Game nya bagus, cuma kocak, udah kayak nonton drakor gk selesai2 crita",game bagus kocak udah nonton drakor selesai crita,Negative
2025-01-30 04:05:10,1,"Terlalu banyak dialog,kebanyakan bacot",dialog banyak bacot,Negative
2025-01-30 02:23:26,1,Gamenya ngebug ndk bisa login make akun email ini Tanggung jawab Hoyo,gamenya ngebug ndk login make akun email tanggung hoyo,Negative
2025-01-30 01:06:37,1,Susah buat login,susah login,Negative
2025-01-29 19:38:32,1,"I don't need your story, i just want to play it for fun and battle. Not hear the story of every boring conversation. Please make a feature that player can skip the dialogue, it's a hell of boredome",need story want play fun battle hear story every boring conversation please make feature player skip dialogue hell boredome,Negative
2025-01-29 17:28:17,1,Rate gacha ampassss,rate gacha ampassss,Negative
2025-01-29 14:38:03,1,kenapa dub englishnya hilang semua kok cuma dikit tolong ya pasang kembali biar gak bosen.,dub englishnya hilang dikit tolong pasang biar bosen,Negative
2025-01-29 12:46:03,1,Malas menanggapi,malas tanggap,Negative
2025-01-29 10:04:39,1,Game elek,game elek,Negative
2025-01-29 09:56:39,1,"ketika lgi ngbrol panjang dan kita kena leg, knp harus ngulang dari awal sih??????",ngbrol kena leg knp ngulang,Negative
2025-01-29 07:42:44,1,"Akun gua kena bug mulu, tolong diperbaiki",akun kena bug mulu tolong baik,Negative
2025-01-29 04:27:35,1,kikir impect,pelit impect,Negative
2025-01-29 03:34:23,1,Saya selalu mendapatkan artefak yang jelek terus menerus saya jadi tidak mood main,artefak jelek terus mood main,Negative
2025-01-29 03:29:03,1,"Really boring archon quest. Waste my long weekend for this. ""Straightforward"" story my ahh, it's just another power of friendship story with 0 stakes and 0 spices. The Natlan characters have nothing's going on for them except patriotism. Heavy glazing for traveler too, which takes too much screentime & gives nothing else story-wise except cringe. What a clownish take for what's supposed to be the nation of war. At least the dinosaurs are cute, as clunky to use as they are.",really boring archon quest waste long weekend straightforward story ahh another power friendship story stakes spices natlan characters nothing going except patriotism heavy glazing traveler takes much screentime gives nothing else story wise except cringe clownish take supposed nation war least dinosaurs cute clunky use,Negative
2025-01-29 02:53:44,1,"Kikir, dpt cahr susah amat",pelit dpt cahr susah,Negative
2025-01-29 02:36:35,1,tolong kurangi data nya,tolong kurang data,Negative
2025-01-29 02:05:16,1,atlest kasih fitur skip side quesst kek annoying bgt lg enak2 explore tb tb ketrigger quest mana yaping nya lama bgt,atlest kasih fitur skip side quesst annoying bangent enak explore tb tb ketrigger quest yaping bangent,Negative
2025-01-29 00:16:36,1,"Game yapping kebanyakan story telling, bukannya open word diperbanyak tarung malah yapping. Game kikir pelit",game banya bicara banyak story telling open word banyak tarung banya bicara game pelit pelit,Negative
2025-01-28 22:53:46,1,Unduh datanya lama,unduh data,Negative
2025-01-28 14:54:41,1,Baru donlod loding nya lama bangett sampe 5 jam kali kecewa banget si,donlod loding bangett sampe jam kecewa si,Negative
2025-01-28 13:55:32,1,Terlalu lama donlout data nya,donlout data,Negative
2025-01-28 12:57:50,1,Idk but boring story,idk boring story,Negative
2025-01-28 12:47:30,1,Sebelumnya aku udah download pas mengunduh data jam 6 pagi sampek jam 5 sore baru 12 persen semoga download yang ini cepat bisa masuk,udah download pas unduh data jam pagi sampek jam sore persen moga download cepat masuk,Negative
2025-01-28 12:30:06,1,Game kikir pelit banget ke player nya,game pelit pelit player,Negative
2025-01-28 11:17:18,1,"Game sampah, quest nabrak2 jadi tidak bisa nikmati gamenya",game sampah quest nabrak nikmat gamenya,Negative
2025-01-28 10:55:02,1,"I was defending this game when ur 1st anniv but nah for now, this game is in its downfall",defending game ur st anniv game downfall,Negative
2025-01-28 10:25:06,1,"Karakter laki2 dikit banget, bosan liat cewek trus",karakter laki dikit bosan liat cewek trus,Negative
2025-01-28 09:40:27,1,Kecewa hutao gajadi m*ti,kecewa hutao gajadi ti,Negative
2025-01-28 07:42:41,1,Bad Content.,bad content,Negative
2025-01-28 07:33:36,1,kalo udah kikir minimal kasih male chara,kalo udah pelit minimal kasih male chara,Negative
2025-01-28 07:09:12,1,pas natlan ini alur nya ngebosenin,pas natlan alur bosan,Negative
2025-01-28 06:21:17,1,kurang cowo yg keluar waifu mulu terus mc lumine disuruh apa jadi lesbi??,cowo waifu mulu main character lumine suruh lesbi,Negative
2025-01-28 06:11:17,1,"Stat artefak terlalu parah,tiap ada def pasti hp masuk, aneh gitu2 mlu, coba di fix lgi rate stat artefak biar ga bkin Player rugi material, tingkatin rate crit biar Player puas, thx",stat artefak parah def hp masuk aneh mlu coba fix rate stat artefak biar bkin player rugi material tingkatin rate crit biar player puas thx,Negative
2025-01-28 05:42:09,1,game kikir,game pelit,Negative
2025-01-28 04:54:17,1,"Quest story ber jam-jam tanpa bisa skip dialog cuma buat puluhan primo? Lawak kikir, sebelah aja bisa skip dikasih reward ratusan, pantes kalah hype, ketimbang banyakin yapping mending nambah Qol yg lebih berguna, malah nambah fanservice, segitu greedy nya kah buat gaet balik player, jangan blunder lah, yg ada malah makin ditinggal player",quest story ber jam jam skip dialog puluh primo lawak pelit belah aja skip kasih reward ratus pantes kalah hype ketimbang banyakin banya bicara mending nambah qol guna nambah fanservice segitu greedy gaet player blunder tinggal player,Negative
2025-01-28 04:38:56,1,dev pemalas buat apa kasih bintang 5:V,developer malas kasih bintang v,Negative
2025-01-28 03:15:01,1,"jelek banget, tergeting incel too much, karakter waifu dengan backstory yang sembarangan, tidak ada building sama sekali cuma ingin memuaskan incel, archon quest natlan yang sangat biasa aja padahal region sebelumnya berhasil booming, karakter laki laki yang hanya 1 bintang 5 dalam 2024, i already spent too much in this game and this is how hoyoverse treat me",jelek tergeting incel much karakter waifu backstory sembarang building muas incel archon quest natlan aja region hasil booming karakter laki laki bintang already spent much game hoyoverse treat,Negative
2025-01-28 02:29:26,1,1. Kurangnya Inovasi: Konten yang disajikan terasa seperti pengulangan peristiwa sebelumnya tanpa ada unsur baru yang benar-benar segar. 2. Minimnya Tantangan: Event pertarungan yang disajikan tidak memberikan tantangan yang berarti bagi pemain yang sudah lama bermain. 3. Pendekatan Fanservice: Saya merasa fanservice yang berlebihan dapat mengurangi kualitas narasi dan karakter dalam game.,kurang inovasi konten saji ulang peristiwa unsur segar minim tantang event tarung saji tantang main main dekat fanservice fanservice kurang kualitas narasi karakter game,Negative
2025-01-28 01:43:07,1,"tdk keren, sudah membuat anomali imut kecewa",tdk keren anomali imut kecewa,Negative
2025-01-28 01:31:00,1,WHERE ARE THE MALE CHARACTERS AT????,male characters,Negative
2025-01-28 00:52:26,1,"developer game tidak mendengarkan masukan pemain mc lumine di anak tirikan 😂 onsen bareng tapi cowonya cuma aether, minimal masukin ayato, heizou, dkk sulit mendapat primogem juga, pelit",developer game dengar masuk main main character lumine anak tiri onsen bareng cowonya aether minimal masukin ayato heizou dkk sulit primogem pelit,Negative
2025-01-28 00:12:53,1,"nyediain cs tapi gak bisa dipake, udah ngasih semua data selengkap² nya (uid,username,long device,before gmail,tgl pembuatan,first device,invoice,bukti gameplay dll) di tolak mulu hadeh",nyediain cs dipake udah ngasih data lengkap uid username long device gmail tgl buat first device invoice bukti gameplay dll tolak mulu hadeh,Negative
2025-01-27 23:51:25,1,Game kikir,game pelit,Negative
2025-01-27 23:03:57,1,Enough with the fan service and add more male characters.,enough fan service add male characters,Negative
2025-01-27 20:11:57,1,kwontollll gacha jembod,kwontollll gacha jembod,Negative
2025-01-27 18:59:20,1,"I NEED MORE CONTENT FOR MY MC LUMINE, WHY YOU ALWAYS PUTTING AETHER!!!!",need content main character lumine always putting aether,Negative
2025-01-27 18:08:56,1,"Kikir sekali. Karakter cowok pun juga kikir. Wahai Kikir Impact tolong berikan bansos yang banyak, atau setidaknya buatlah playable character cowok yang banyak. Sudah main sejak awal rilis dan kecewa berat karena ini game lama-lama malah jadi gooner bait beneran. Wahai Dawei mohon dengarkan keluh kesah player, sesekali saja :(",pelit karakter cowok pelit pelit impact tolong bansos buat playable character cowok main rilis kecewa berat game gooner bait beneran dawei mohon dengar keluh kesah player,Negative
2025-01-27 17:31:19,1,"Game percakapan terlalu panjang gajelas , sampah!!",game cakap gajelas sampah,Negative
2025-01-27 17:12:38,1,After 3 years nothing change with anniversary gift 😔 any other gacha games > genshin.... even after 3 years,years nothing change anniversary gift gacha games genshin even years,Negative
2025-01-27 16:54:51,1,"NOT AETHER ONLY, GIVE LUMINE SOME ARTS BRUH",aether give lumine arts bruh,Negative
2025-01-27 16:42:44,1,"Kurangi dialog yang panjang dan ga jelas, ga usah di panjang- panjangin intinya aja yang ditunjukin. Udah banyak yapping, story udah mulai ga jelas, mana char cowo dikit lagi. Semoga di sneznahya san region selanjutnya char cowo banyak yang playable, kurangin yapping ga jelas nya.",kurang dialog panjangin inti aja ditunjukin udah banya bicara story udah char cowo dikit moga sneznahya san region char cowo playable rangin banya bicara,Negative
2025-01-27 15:48:39,1,give lumine a justice,give lumine justice,Negative
2025-01-27 15:39:11,1,"Saya sedih bagaimana Hoyoverse menganak tirikan Lumine, MC wanita. Saya jujur bingung apa gunanya pilihan MC lelaki dan perempuan jika yang disoroti selalu laki-laki. Bahkan di event baru ini highlightnya dikasih ke-Aether padahal MC saya Lumine. Walau saya sudah protes begini pun pasti tidak akan didengar, karna sesungguhnya dari awal dev game ini sudah toxic. Protesan player China kalian dengar tetapi kami tidak, betapa lucunya.",sedih hoyoverse anak tiri lumine main character wanita jujur bingung guna pilih main character lelaki perempuan sorot laki laki event highlightnya kasih aether main character lumine protes dengar karna sungguh developer game toxic protes player china dengar betapa lucu,Negative
2025-01-27 15:36:22,1,ditinggal bentar udh disuruh download data ulang :(,tinggal sebentar suruh download data ulang,Negative
2025-01-27 15:07:28,1,"Sebenarnya buat apa ada pilihan mc lumine kalau art event in game malah aether semuanya, bahkan sampai maksain itu si udel mandi sama chara cewek di livestream kocak kocak, oh transgender ya kayak okiku di one piece yang ada di pemandian cewek, makan tu bawelan player, emang dasar company gaje",pilih main character lumine art event game aether maksain si udel mandi chara cewek livestream kocak kocak oh transgender okiku one piece mandi cewek makan tu bawel player emang dasar company gaje,Negative
2025-01-27 14:57:49,1,"Dawei, banyakin cowok nya jangan banyakin cewek melulu",dawei banyakin cowok banyakin cewek melulu,Negative
2025-01-27 14:37:37,1,tambahkan tombol skip pada dialog!!! hargai waktu kami !!,tambah tombol skip dialog harga,Negative
2025-01-27 14:02:12,1,Thank you,thank,Negative
2025-01-27 13:55:22,1,"genshin flop, natlan flop. makan noh waifu",genshin flop natlan flop makan noh waifu,Negative
2025-01-27 13:54:33,1,Bikin full waifu aja banh 🙏 Mc nya Aether aja🙏,bikin full waifu aja banh main character aether aja,Negative
2025-01-27 13:39:31,1,Kasih makan terus nohh para incel. Dikira player cewek ga bisa bikin lu cuan? Makan nohh rating turun.,kasih makan nohh incel player cewek bikin cuan makan nohh rating turun,Negative
2025-01-27 13:30:32,1,Dengerin playermu ya lain kali,dengar playermu,Negative
2025-01-27 13:30:07,1,"Give Lumine the recognition she deserved. At the very least put her in the event banner, she us my one and only Mc so why is it Aether there??.",give lumine recognition deserved least put event banner us one main character aether,Negative
2025-01-27 13:16:41,1,"10 alasan aku rating bintang 1 : 1.tidak ramah f2p, 2.primo dari event dikit, 3.eventnya gitu gitu doang dan durasi pergantian event lama, 4.makin lama updatenya makin besar, 5.buang buang waktu gaada tombol skip di misi yang ga terlalu penting, capek dengerin karakter yapping, 6.quest nya lama lama repetitif dan bosenin, 7.sekarang kebanyakan karakter bintang 5 dan semakin susah dapetin karakter nya, 8.kurangnya karakter cowok, 9.chance dapet artefak bagus dikit amat, 10.GACHA AMPAS",alas rating bintang ramah f p primo event dikit eventnya doang durasi ganti event updatenya buang buang tombol skip misi capek dengar karakter banya bicara quest repetitif bosan banyak karakter bintang susah dapetin karakter kurang karakter cowok chance dapet artefak bagus dikit gacha jelek,Negative
2025-01-27 12:52:43,1,"Gender character terasa jomplang. Player game mu gak cuman cowok doang 🤌 Gameplay nya juga rasis. Dialog nya juga bertele2 terlalu banyak yapping, tbh buang2 waktu",gender character jomplang player game mu cuman cowok doang gameplay ras dialog tele banya bicara tbh buang,Negative
2025-01-27 12:25:31,1,singkat saja. give tall men character to female player. i know china in the past had many concubines but you with open eyes made two different MC. give justice to female player,singkat give tall men character female player know china past many concubines open eyes made two different main character give justice female player,Negative
2025-01-27 12:25:15,1,"pls bg, chara cowonya bg, aku mau chara cowok jangan cewek melulu. fanservice buat cowonya juga parah bgt, bikin ga nyaman. kalo mau menarik lebih banyak peminat dari kalangan cowo jangan bikin risih pihak cewe dan bikin mereka hilang respek ke kelian",pls bg chara cowonya bg chara cowok cewek melulu fanservice cowonya parah bangent bikin nyaman kalo tarik minat kalang cowo bikin risih cewe bikin hilang respek kelian,Negative
2025-01-27 11:58:54,1,Gooner game,gooner game,Negative
2025-01-27 11:46:27,1,Game gk jelas,game,Negative
2025-01-27 11:15:20,1,"Sistem gacha yang cacat, game sampah",sistem gacha cacat game sampah,Negative
2025-01-27 10:20:19,1,5 Tahun cuman gini doang? Game 4no. Gabakalan gw rubah sebelum improve kayak Fontaine lagi.,cuman doang game gabakalan rubah improve fontaine,Negative
2025-01-27 10:03:51,1,Kok sekarang mengecewakan kali,kecewa,Negative
2025-01-27 09:54:08,1,Gooner game,gooner game,Negative
2025-01-27 09:29:49,1,"Game kikir, minim char male B5. Buat aja terus tuh char cewe, ga layak di mainkan",game pelit char male b aja tuh char cewe layak main,Negative
2025-01-27 09:25:19,1,Mana Fitur Skip Dialog Yang Kau Janjikan Itu Wok?,fitur skip dialog kau janji wok,Negative
2025-01-27 09:07:53,1,"No hope for this game, Release more male character i don't play this game to look at boobas, Atleast give lumine some attention and art dumbass",hope game release male character play game look boobas atleast give lumine attention art dumbass,Negative
2025-01-27 09:05:54,1,downgrade banget astaga,downgrade astaga,Negative
2025-01-27 09:01:18,1,"ga pernah denger masukan player ah, males",dengar masuk player ah males,Negative
2025-01-27 08:47:05,1,"Game ini udah nemenin aku 4 tahun, gak pernah skip welkin dan BP. Tapi kok patch baru semakin gajelas gini, mau ngebait incel doang? Player cewe jg spendingnya banyak malah satu male b5 pun gak dikasih lagi yang baru. Cuih..",game udah nemenin skip welkin bp patch gajelas ngebait incel doang player cewe jg spendingnya male b kasih cuih,Negative
